"","grid_id","repl","dispersal","plevel","ptype","pext","ext_pops","ext_pops_after","mean_cv","cv_reg","mean_10_during","min_10_during","max_10_during","mean_10_after","max_10_after","min_10_after","mean_cv_10_after","cv_reg_10_after"
"8635","ring-random",20,0.9,"0.3","correlated","0.9",0,0,0.402603127664764,0.212371512246296,2630.33893044459,2267.73777969189,2831.62093549254,1833.47887088205,2078.41660935042,1501.65732822098,0.310396608897279,0.102682294325292
"8636","ring-random",20,0.9,"0.6","correlated","0.9",0,0,0.39419539756321,0.216508799142885,2297.78893427627,1980.09933592414,2761.96271786856,1039.42151783725,1227.02296143067,908.195128552846,0.317060491087098,0.111025449212789
"8637","ring-random",20,0.9,"0.9","correlated","0.9",0,0,0.380596328634825,0.187761323175663,2539.71905345091,2355.96509305832,2913.60164955348,224.757761642265,281.050113511146,144.771089404598,0.613988622812178,0.214319563028997
"8638","ring-random",20,0.9,"0.3","hub","0.9",0,0,0.414289806512595,0.224365515758503,2478.52436945138,2194.40624577107,2938.88423327946,1826.3865205849,2204.18407333625,1519.85859898151,0.315668441329283,0.113396311614498
"8639","ring-random",20,0.9,"0.6","hub","0.9",0,0,0.379041898381421,0.201046708887302,2482.33307109801,2220.87737865328,2795.45057841941,1264.1481338626,1442.77134021091,1055.48793033453,0.346311214802444,0.108007752890332
"8640","ring-random",20,0.9,"0.9","hub","0.9",0,0,0.406761064855425,0.204176595707172,2467.85954777567,1980.7130971378,2658.62177998036,322.011471255997,402.924175987563,226.32324415277,0.464967497744569,0.141955374880462
"8641","ring-hub",1,0,"0.3","random","0.1",0,0,0.384458476443431,0.110749134024397,2415.84987122672,2021.96567581048,2855.52939468454,2155.2436404037,2535.11074205208,1867.01748507401,0.372487375954909,0.086854570780088
"8642","ring-hub",1,0,"0.6","random","0.1",0,0,0.383095934805565,0.0882483365463143,2285.14769403166,1903.8643070401,2608.71925403325,2317.20661677432,2574.16116748263,2095.7542212103,0.31296455795362,0.0751105579529181
"8643","ring-hub",1,0,"0.9","random","0.1",0,1,0.380367379072315,0.0983439327154511,2607.89415275729,2207.53075131064,2986.2966092156,2225.44271176872,2593.40125896672,1867.6662987606,0.302420536943842,0.123085581821872
"8644","ring-hub",1,0,"0.3","correlated","0.1",0,0,0.380936959480458,0.0930859997885769,2292.18842991532,1841.31740264892,2555.38038625079,2560.34040419798,2955.41503649888,2208.84394118672,0.294093527459545,0.0895461512274908
"8645","ring-hub",1,0,"0.6","correlated","0.1",0,0,0.367624735515604,0.0889948638348621,2443.08191543184,2281.70606284447,2690.02820852866,2174.13082036049,2485.00748473033,1783.71533693401,0.307324353603032,0.0980113860132131
"8646","ring-hub",1,0,"0.9","correlated","0.1",0,1,0.39277268680469,0.0939137945609313,2584.31378267233,2093.32411993502,3071.68373031255,2141.78808517646,2362.99328721981,1814.9781647146,0.308944647427001,0.0752973447331191
"8647","ring-hub",1,0,"0.3","hub","0.1",0,0,0.388722318319877,0.105887084333214,2413.98624355752,2210.27755544489,2669.14949599501,2267.13736156415,2539.25046717824,1986.20441747212,0.333377245685151,0.0693729546964001
"8648","ring-hub",1,0,"0.6","hub","0.1",0,0,0.383199320556886,0.100769620504934,2403.080467603,2144.56785973345,2621.93834554187,2363.207223906,2604.19562888053,2111.13444135246,0.304691427507737,0.0747523100667373
"8649","ring-hub",1,0,"0.9","hub","0.1",0,1,0.375611042506229,0.107815986594165,2346.55379578297,1952.81921581688,2740.37104947712,2476.64866123796,3001.32449026246,1985.55507810694,0.360259007675468,0.160793458065093
"8650","ring-hub",1,0,"0.3","random","0.5",0,0,0.379981760792671,0.118375047510257,2422.37981756949,2226.62773910982,2629.87483165624,2323.40774097386,2807.78349347881,1952.7903867137,0.337279769042233,0.0971641802222454
"8651","ring-hub",1,0,"0.6","random","0.5",0,0,0.387342091499843,0.0981237432516903,2226.16063580566,1767.13756324455,2547.19954892754,1546.27449072947,1941.08532862597,1181.04554614652,0.334605018654367,0.160216598341382
"8652","ring-hub",1,0,"0.9","random","0.5",0,5,0.386525221065834,0.0819112775535035,2484.60174367777,2274.97469380581,2848.44698926067,1186.34591451803,1420.19003737595,970.614484853911,0.474640684682039,0.127935879716884
"8653","ring-hub",1,0,"0.3","correlated","0.5",0,0,0.3804835994857,0.107364356040229,2439.77644397109,2135.1413867901,2907.7782957837,2197.90595170547,2621.84378391182,1848.5755999017,0.34600534192592,0.0937983149104992
"8654","ring-hub",1,0,"0.6","correlated","0.5",0,0,0.379450551029884,0.0933587142624986,2358.62375811749,2030.93633548295,2714.33727617674,1928.03515272296,2329.47018835055,1716.09569934833,0.326774752857476,0.110993138261617
"8655","ring-hub",1,0,"0.9","correlated","0.5",0,4,0.368684457180705,0.0883102836467247,2534.14854409888,2236.13575671835,2790.75374336731,1307.03391137212,1427.03213684304,1091.27603847594,0.311330294119259,0.0753243447212486
